"Born Today: Orville Redenbacher (Popcorn Guy),  St","1-7-16","Born Today: Orville Redenbacher (Popcorn Guy),  Stewart Copeland (The Police drummer), OJ Simpson (football), Fatboy Slim (musician)"
"Making headway in Italy, Canadian forces take Calt","1943-7-16","Making headway in Italy, Canadian forces take Caltagirone, 40 miles inland from Syracuse. The Americans take Agringento, before beginning their drive for Palermo. The British secure Primosole bridge and Montgomery advances on Catania."
"The German Army presents its plan for the invasion","1940-7-17","The German Army presents its plan for the invasion of Britain. Six divisions are to land between Ramsgate and Bexhill in the southeast corner of England, four will land between Brighton and the Isle of Wight and three on the Dorset coast. Two Airborne divisions will also be deployed, with follow up forces including six Panzer and three motorized divisions."
"The debut of the Messerschmitt Me 262 Schwalbe (Sw","1942-7-18","The debut of the Messerschmitt Me 262 Schwalbe (Swallow)"
"To the east of Caen, Operation Goodwood continues.","1944-7-19","To the east of Caen, Operation Goodwood continues. British 2nd Army is heavily engaged and large numbers of tanks are used on both sides. The Caen suburb of Vaucelles is cleared by Canadian forces which also capture Louvigny and Fleury-sur-Orne."
"The invasion of sicily progresses as Italians surr","1943-7-20","The invasion of sicily progresses as Italians surrender to U.S. forces en masse in western Sicily. The Canadians reach Mt. Etna and advance to Leonforte. American troops reach Menfi in the south of the island."
"The Union Army under Gen. Irvin McDowell suffers a","1861-7-21","The Union Army under Gen. Irvin McDowell suffers a defeat at Bull Run, 25 miles southwest of Washington. Confederate Gen. Thomas J. Jackson earns the nickname Stonewall, as his brigade resists Union attacks. Union troops fall back to Washington. President Lincoln realizes the war will be long. It's damned bad, he comments."
"The Special Operations Executive (S0E) is created","1940-7-22","The Special Operations Executive (S0E) is created in Great Britain to train and activate people to act subversively against the German forces in occupied Europe. The Americans will later establish the Office of Strategic Services (0SS) to perform a similar role and, on many occasions, to work in concert with S0E"
"Hitler, dissatisfied by what he viewed as von Bock","1942-7-23","Hitler, dissatisfied by what he viewed as von Bocks tardiness since the beginning of the summer offensive, dismisses him from command of Army Group B, dissolves his command HQ and gives command of Army Group B to von Weichs. Hitler also issues Directive No.45 for Operation Brunswick, the capture of the Caucasus. Army Group A, once having destroyed the enemy in the Rostov area, was to secure the entire eastern coastline of the Black Sea, simultaneously capturing Maikop and Grozny and the advance to Baku. Army Group B would continue east to seize Stalingrad and the advance down the Volga to Astrakhan. This meant that the two would advance on diverging axes and a large gap would develop between them. This was aggravated by the return of Hoth's 4th Panzer Army to Army Group B. Marshal Timoshenko is removed from command of the Stalingrad Front and replaced by General Gordov."
"Born Today: Simón Bolívar (South American liberato","1-7-24","Born Today: Simón Bolívar (South American liberator),  Amelia Earhart (aviator), Lynda Carter (Wonder Woman), Jennifer Lopez (singer)"
"Operation Gomorrah takes place when 746 RAF bomber","1943-7-24","Operation Gomorrah takes place when 746 RAF bombers drop 2,300 tons of bombs on Hamburg in 48 minutes, during which only 12 aircraft are lost. This tonnage is as much as Germans dropped in the five heaviest raids on London. Fires are visible for 200 miles. This is the first operational use of ‘Window’, (radar-jamming foil strips dropped by aircraft)."
"Born Today: Kato Kiyomasa (daimyo/samurai), Walter","1-7-25","Born Today: Kato Kiyomasa (daimyo/samurai), Walter Payton (NFL Player), Iman (model), Matt LeBlanc (actor)"
"Benito Mussolini is arrested by order of the Itali","1943-7-25","Benito Mussolini is arrested by order of the Italian King. Marshal Badoglio, a First World War hero becomes Prime Minister, introduces martial law and incorporates the Fascist militia into the ordinary armed forces, thus ending the Fascist regime in Italy. Hitler orders German divisions rushed South in to Italy to disarm their former allies. Allied forces begin to face stiff resistance as they approach Messina."
"In the Pacific, about 400 miles southeast of Fiji,","1942-7-26","In the Pacific, about 400 miles southeast of Fiji, the American aircraft carriers Wasp, Enterprise and Saratoga  rendezvous with the invasion force for Guadalcanal. It is the most powerful force the US Navy has yet assembled in the Pacific."
"British and American carriers conduct extensive ai","1945-7-27","British and American carriers conduct extensive air strikes in Japan. During the night, US B-29 bombers drop some 600,000 leaflets over 11 Japanese cities which warn inhabitants that the cities are on the target list for bombing raids."
"The Japanese attack American ships around Okinawa,","1945-7-28","The Japanese attack American ships around Okinawa, in response to the Allied strikes on Japan. The American destroyer Callaghan is sunk by a Japanese suicide plane. It is the last ship to be destroyed by a Kamikaze attack."
"The American heavy cruiser USS Indianapolis is sun","1945-7-29","The American heavy cruiser USS Indianapolis is sunk by the Japanese submarine I-58 in the Philippine Sea. The ship, returning to the United States, was sailing unescorted after delivering the components of the atomic bomb to Tinian, in the Mariana Islands. Secrecy surrounding the mission results in the ship not being missed for several days."
"The Red Army launches a counter-offensive at Rzhev","1942-7-30","The Red Army launches a counter-offensive at Rzhev, which leads to the temporary encirclement of six German divisions, although these are successfully supplied by massive air drops from the Luftwaffe. Army Group A consolidates its bridgehead over the Manych River, while Army Group B struggles to reduce the Soviet bridgehead at Kalach in the Don Estuary west of Stalingrad."
"Born Today: John Ericsson (USS Monitor builder),","1-7-31","Born Today: John Ericsson (USS Monitor builder),  Wesley Snipes (actor), J. K. Rowling (novelist), Gus Frerotte (NFL player)"
"The Axis forces are reorganized in North Africa. G","1941-7-31","The Axis forces are reorganized in North Africa. General Cruewell now command the German Afrika Korps (DAK) with Rommel in charge of the new Panzer Group Africa. The 5th Light Division is renamed as 21st Panzer Division and Rommel, therefore, has two panzer divisions and one German infantry division in his force. In addition there are seven Italian divisions"
"U.S. Marines complete the capture of Tinian Island","1944-8-1","U.S. Marines complete the capture of Tinian Island losing 389 killed for 9,000 Japanese."
"Born Today: Frédéric Bartholdi (Statue of Liberty","1-8-2","Born Today: Frédéric Bartholdi (Statue of Liberty sculptor), Peter O'Toole (actor), Jim Capaldi (Traffic drummer), Wes Craven (director)"
"Hitler orders the destruction of the RAF and the B","1942-8-2","Hitler orders the destruction of the RAF and the British aircraft industry and states that the necessary air offensive must start on August 5. This gives the Luftwaffe an independence of role and action that has not been permitted so far. Its 'offensive force', rapidly assembled in Western Europe will consist of almost 1,700 aircraft including bombers, fighters, Stuka dive-bomhers and fighter-destroyers. Field Marshal Kesselring's Luftflotte 2 will play the major role because its bases are the closest to England"
"In East Africa the Italians invade British Somalil","1940-8-3","In East Africa the Italians invade British Somaliland. In Abyssinia the Italians have a total force of 350,000 men of whom 70 percent are native troops. The British forces in East Africa, also including many colonial troops, are less than 25,000 men of whom only four battalions are in Somaliland. The Italians allot seven times this force to the invasion along with an overwhelmingly superior artillery contingent."
"An RAF Gloster Meteor pilot T. D. Dean becomes the","1944-8-4","An RAF Gloster Meteor pilot T. D. Dean becomes the first pilot to destroy a V-1 flying bomb, when he tips the pilotless craft's wing, sending it off course."
"A German U-boat pack attacks Convoy SC-94 marking","1942-8-5","A German U-boat pack attacks Convoy SC-94 marking a return to large scale U-boat actions in the North Atlantic. 11 ships are lost from the convoy. However, improved defensive weapons and strategies sink two U-boats and damage 4 others."
"At 08:15 am local time, the US B-29 Superfortress","1945-8-6","At 08:15 am local time, the US B-29 Superfortress Enola Gay dropped the nuclear bomb called Little Boy over the central part of Hiroshima, Japan. It was dropped from from about 31,000 feet (9450 m). and exploded about 600 meters (2,000 feet) above the city with a blast equivalent to 13 kilotons of TNT. The bomb killed an estimated 140,000 people (80,000 initially, plus 60,000 over time) in the first use of a nuclear weapon in warfare and wiped out 10 square kms."
"In the Solomon Islands the first landings on Guada","1942-8-7","In the Solomon Islands the first landings on Guadalcanal from a US naval based task force of three carriers and support ships. The ships are under the command of Admiral Fletcher, an amphibious force under Admiral Turner and 1st Marine Division, General Vandergrift, land on Guadalcanal. Smaller forces are also landed on Tulagi and Gavutu. Initially the landings receive little opposition."
"The Battle of Savo Island begins as 7 Japanese cru","1942-8-9","The Battle of Savo Island begins as 7 Japanese cruisers and a destroyer approach undetected west of Savo Island, Solomon Islands and sink the U.S. heavy cruisers, Quincey, Vincennes and Astoria and the Australian cruiser Canberra. They also damage 1 cruiser and 2 destroyers. The allied ships depart leaving the Guadalcanal area in the control of the Japanese forces."
"British elements of the 1st Canadian Army capture","1944-8-10","British elements of the 1st Canadian Army capture Vimont, south of Caen. Meanwhile, the US 3rd Army continues attacking. The US 8th Corps, in Brittany, has cleared St. Malo and Dinard of their German garrisons. The US 20th Corps captures Nantes and reaches the Loire River near Nantes. The US 15th Corps advances toward Alencon from Le Mans. German forces around Mortain pull back because of pressure from US 1st Army and the growing threat of encirclement from the converging Canadian and American armies."
"The Battle of Britain begins in earnest with 400 G","1940-8-11","The Battle of Britain begins in earnest with 400 German planes attacking channel convoys and the coastal areas of Britain including Dover, Weymouth and Portland. The British claim 65 Luftwaffe planes down for the loss of 26 RAF fighters. In actuality, only 35 Luftwaffe planes were shot down, while the RAF had lost 29."
"In Vichy France Marshal Petain says in a broadcast","1941-8-12","In Vichy France Marshal Petain says in a broadcast that Germany is fighting in defense of civilization in the war against the Soviet Union. He announces new measures for the suppression of political parties and the creation of a stronger police force and special courts. Admiral Darlan is to be appointed to the Ministry of Defense."
"Eagle Day, the first day of the maximum offensive","1940-8-13","Eagle Day, the first day of the maximum offensive by the Luftwaffe to destroy RAF airfields and gain air supremacy over England in preparation of Operation Sea Lion. The Luftwaffe launches 1,485 sorties, but because of confusion and delays, the main attacks were not mounted until the afternoon. Some airfields were attacked, but not the primary fighter bases. Luftwaffe losses were heavy with 39 aircraft being lost (mainly Ju-87 Stukas), while the RAF lost just 15 aircraft. Twelve RAF Blenheim bombers attack Hemsteds airfield in Holland. Only one plane returns."
"The Soviets begin to evacuate their Black Sea nava","1941-8-14","The Soviets begin to evacuate their Black Sea naval base at Nikolayev. Eight destroyers of the Black Sea fleet cover the operation (lasting through August 17th). Of the ships under construction in the port, 13 are far enough advanced to be towed away but one battleship and 10 other vessels on the stocks are blown up."
"Born Today: Dino De Laurentiis (film producer) , D","1-8-8","Born Today: Dino De Laurentiis (film producer) , Dustin Hoffman (actor), The Edge (U2 guitarist), Patricia Arquette (actress)"
"In Sicily Americans land a small force east of San","1943-8-8","In Sicily Americans land a small force east of Sant Agata in an amphibious operation supported by 1 cruiser and 3 destroyers. The Germans withdraw and US forces take Sant Agata and Cesaro. British forces capture Bronte and Acireale."
"The allies launch Operation Dragoon, a combined as","1944-8-15","The allies launch Operation Dragoon, a combined assault on the South coast of France from Toulon to Nice. 9,000 airborne troops are landed, along with 90,000 by sea. Six towns and 2,000 prisoners are taken. About 200,000 Germans (23 divisions) are in the 40-mile long, 11-mile wide Argentan-Falaise gap, but start to pull out as Anglo-Canadian troops resume the attack to the North. Adolf Hitler describes this as ‘The worst day of my life’."
"British forces attempt a small amphibious operatio","1943-8-16","British forces attempt a small amphibious operation in Sicily on the east coast but fail to cut off any of the retreating Axis forces. In the evening US patrols reach Messina."
"The Vichy French governtment takes flight for Germ","1944-8-17","The Vichy French governtment takes flight for Germany as the Resistance comes out into the open and seizes strong points throughout the city. They establish a comic-opera “government-in-exile” in the German city of Sigmaringen until the end of the war. The Citadel at St. Malo surrenders after heavy fighting. Falaise falls to the Canadians and Monty orders the pocket to be sealed. U.S. armour frees Chartres, Orleans and Chateaudun. Field Marshal Model takes over command of German forces in the West from Field Marshal von Kluge who committed suicide because of his involvement in the 20th July bomb plot. Marshal Petain and his staff are interned at Belfort by order of the Führer. The Vichy French government under Premier Laval resigns."
"On Guadalcanal, Japanese reinforcements are landed","1942-8-18","On Guadalcanal, Japanese reinforcements are landed at Taivu and a detachment of 1,000 troops under the leadership of Colonel Ichiki starts towards the American position. The Japanese believe there are only 3,000 Americans on the Island. There are actually 10,000 and the airstrip is now ready to receive aircraft."
"Operation Jubilee involves some 6,100 British and","1942-8-19","Operation Jubilee involves some 6,100 British and Canadian troops conducting a raid-in-force against the port of Dieppe, which ends in disaster. In less than 10 hours of battle, the British and Canadian forces lose 1,380 KIA, 1,600 wounded, 2,000 made prisoner. The RAF loses 107 aircraft and the Royal Navy lose a destroyer. Germans loses are 345 dead or missing and 268 wounded, with total Luftwaffe losses being just 40 aircraft."
"Churchill reviews the progress of air war in Commo","1940-8-20","Churchill reviews the progress of air war in Commons and says ‘Never in the field of human conflict, was so much owed by so many, to so few’. The Luftwaffe withdraws the Ju-87 Stuka dive bomber from strategic operations against England after losing 20 per cent of their Stuka force to the RAF."
"Advancing through France, the British 21st Army Gr","1944-8-23","Advancing through France, the British 21st Army Group is advancing rapidly toward the Seine River. To the right, the US 1st Army (part of US 12th Army Group) also drives forward to the Seine. The US 19th Corps captures Evreux. French forces are employed as the spearhead of the US 5th Corps advance toward Paris. On the Atlantic coast, elements of the US 3rd Army link up with French resistance members near Bordeaux."
"In the Mediterranean, aircraft from Ark Royal atta","1941-8-24","In the Mediterranean, aircraft from Ark Royal attack the Italian airfield at Tempio in northern Sardinia. Mines are also laid off Leghorn. The battleship Nelson is in support. The Italian battleships Vittorio Veneto and Littorio also come out but they move against a suspected Malta operation and there is no contact. The Italian cruiser Bolzano is torpedoed by the British submarine Triumph."
"French armour reaches Paris as the 5,000-strong Ge","1944-8-25","French armour reaches Paris as the 5,000-strong German garrison surrenders. Charles de Gaulle, the leader and founder of the Free French movement (an independent French army, which reached a size of 1.2 million by war's end), enters Paris and walks the Champs Elyses."
"Bulgaria, previously Germany's ally, withdraws fro","1944-8-26","Bulgaria, previously Germany's ally, withdraws from the war against Russia and declares its neutrality. Hitler orders a withdrawal from Greece."
"The RAF pounds the Ruhr oil refineries, their firs","1944-8-27","The RAF pounds the Ruhr oil refineries, their first large-scale daylight action over Germany. More than 1,000 U.S. B-17s and B-24s attack airdromes at Anklam, Grossenbrode, Neubrandenburg and Parow, Luftwaffe experimental facilities at Peenemunde and Rechlin, aircraft components factories at Lubeck, Rostock, Schwerin, and Wismar, an oil-industry target at Politz and several targets of opportunity in Germany. 18 heavy bombers are lost."
"The Germans launch air attacks on Britain again. T","1940-8-28","The Germans launch air attacks on Britain again. They lose 30 aircraft and Fighter Command 20. One attack is made by fighters alone and the British commanders are tricked into engaging it on the assumption that it is a mixed formation. During the night there is the first of a series of four raids on Liverpool. Around 160 aircraft are sent each night."
"In Singapore, General Itagaki signs the document o","1945-8-29","In Singapore, General Itagaki signs the document of surrender for the Japanese. 740,000 Japanese troops in southeast Asia surrender to British Admiral Lord Mountbatten."
"An air battle between 44 USAAF P-38s and 75 Luftwa","1943-8-30","An air battle between 44 USAAF P-38s and 75 Luftwaffe fighters commences above Italy. The the P-38s were escorting a large formation of B-26s on their way to bomb marshalling yards at Aversa. The Americans lose 13 aircraft and shoot down 9 Axis aircraft, thus allowing the B-26s to make an unmolested bombing run to their target, where they cause extreme damage without loss."
"In Yokahama Japan, General MacArthur establishes t","1945-8-31","In Yokahama Japan, General MacArthur establishes the supreme allied command at the main port of Tokyo, as the first foreigner to take charge of Japan in 1000 years. In discussing the preparations for the formal surrender ceremony, scheduled for September 2nd, he said: The surrender plan has been going splendidly. There is every indication that the occupation will continue without bloodshed or friction. The American occupation is continuing at a rate of 300 troop planes per day. While on the same day the remaining Japanese troops formally surrender in the Philippines, and the Japanese Marcus Island garrison surrenders to American Admiral Whiting."
"Known in Germany as the Polish Campaign, World War","1939-9-1","Known in Germany as the Polish Campaign, World War II begins with the invasion of Poland by the armies of Germany, the Soviet Union, and a small contingent of Slovak forces one week after the signing of the secret Hitler-Stalin Pact. Three German Army Groups begin the Invasion of Poland at 4:45am. Massive strikes by the Luftwaffe destroy vital communications and assembly areas, decimating the Polish air force on the ground. Panzer and motorized divisions make deep penetrations into the Polish defenses, using tactics soon to be known as the Blitzkrieg. Officially, the first shots of the World War II are fired from the 280mm deck guns of the vintage First World War Battleship Schleswig-Holstein. Under the guise of honouring the anniversary of the Battle of Tannenburg, the German Battleship, complete with a hidden cargo of Marine assault troops, was allowed by the Poles to anchor directly off the strategic island of Westerplatte, located at the mouth of the Vistula River in Danzig. At 4:47am, permission was given to the ship to open fire on the island, a strategic point on the Baltic Coast needed to support the troops advancing to the south. Shortly after 4:47am, the ship opened up its massive main guns, firing at near-point-blank range and zero elevation. Needless-to-say, the shells literally pounded the small island, but although the ships' guns devastated the target, they inflicted minimal casualties on the Poles stationed within. When the Assault Marines hidden within the Battleship disembarked and launched their main assault on the island, they were repulsed taking heavy casualties. Another assault was launched later in the morning the Assault Marines after more shelling from the Schleswig-Holstein, but this also ended in heavy German casualties. The Westerplatte would prove impossible to take on the first day of World War II. Lieutenant Wladyslaw Gnys of 2 Krakow Air Regiment shoots down two Dornier 17 Bombers. These were to be the first German airplanes to be shot down in World War II. France and the United Kingdom honored their defensive alliance of March 1939 by declaring war two days later."
"The formal Japanese surrender takes place aboard t","1945-9-2","The formal Japanese surrender takes place aboard the USS Missouri in Tokyo Bay. Within half-an-hour of the signing, a convoy of 42 US ships entered Tokyo Bay and landed 13,000 American troops. The occupying force will be rapidly increased to about 500,000. Under the terms of the ceasefire, Japan has agreed to end all hostilities, release all prisoners of war, and comply with the terms of the Potsdam declaration, which confines its sovereignty to the four main islands which make up Japan."
"Wake Island and other strategic targets in Pacific","1944-9-3","Wake Island and other strategic targets in Pacific are strafed by U.S. Navy aircraft for two days, during which 13 Japanese ships are reported sunk."
"The German 3rd Army and 4th Army join and re-estab","1939-9-4","The German 3rd Army and 4th Army join and re-establish the land connection between East Prussia and the Reich that was severed in 1919 as a result of the Versailles Treaty. German troops cross the River Pilica in southern Poland. The German successes in Poland are beginning to wear down the Polish armies, which are now becoming isolated from one another, making the mounting of coordinated counter-attacks increasingly difficult. At Bydgoszcz, a thousand Poles are murdered, including several dozen Boy Scouts who are shot against a wall by German troops."
"Born Today: Louis VIII & Lois XIV (Kings of France","1-9-5","Born Today: Louis VIII & Lois XIV (Kings of France),  Raquel Welch (actress), Freddy Mercury (Queen frontman), Aleksei K Tolstoi (writer), Jesse James (outlaw), Steve Miller (guitarist)"
"An irate Hitler orders a new offensive by the Luft","1940-9-5","An irate Hitler orders a new offensive by the Luftwaffe against Britain with no regard for the civilian population. London is set as the primary target, after the RAF makes several night raids on Berlin, causing many civilian casualties. Air raids continue over Southeast England with a hospital in Kent being hit, killing 23 patients and two nurses. August civilian casualty figures announced at 1,075 killed and 1,261 seriously injured."
"All four carrier groups of US Task Force 38 (Admir","1944-9-6","All four carrier groups of US Task Force 38 (Admiral Mitscher), 16 aircraft carriers, begin air strikes on Japanese positions on the Palau Islands. The commander of the US 3rd Fleet, Admiral Halsey, is present on board the battleship USS New Jersey."
"Start of the Blitzkrieg of London, the Luftwaffe c","1940-9-7","Start of the Blitzkrieg of London, the Luftwaffe carried out an intensive bombing campaign against British cities and industries. London was attacked on fifty-seven consecutive nights between September 7 and November 2, 1940 and experienced further heavy raids in December 1940 and March, April and May 1941. Fifteen other British cities were subjected to major bombing attacks. Some, like Coventry, suffered extensive damage. Over 41,000 British civilians were killed and 137,000 injured during the Blitz. Although the bombing caused widespread destruction, civilian morale remained high and war production was not seriously affected."
"Born Today: Richard the Lion Hearted (King of Engl","1-9-8","Born Today: Richard the Lion Hearted (King of England),  Antonin Dvorak (composer), Peter Sellers (actor), Patsy Cline (singer)"
"The Germans launched the first V-2 rocket and hit","1944-9-8","The Germans launched the first V-2 rocket and hit England. Launched from Wassenaar, a suburb of The Hague still in German hands, the first V-2 rocket to land in England reaches Chiswick in west London. At this point the threat from the V-1 has been chiefly removed by the capture of the launch sites in France, but now the new projectile, fired from mobile launchers, poses a new problem. Its 192-mile flight is completed in five minutes and destroys six houses, with three people killed and ten injured. This was not the intended target, of course, but those witnessing the event cannot explain the cause of the explosion because the speed of the projectile is such that it arrives before the sound of its passage is heard. Press statements are minimal and the public remains in the dark for two months. The Allies will find it difficult to fly raids against the mobile launch vehicles even though they quickly trace the area in which they are operating. The V-2 programm will have a minimal efect on the war as a whole, the daily bombardment barely equalling the effect of a single Allied bomber over Germany."
"All Italian forces within the German-controlled ar","1943-9-9","All Italian forces within the German-controlled areas of Italy, southern France, Yugoslavia, Albania and Greece are disarmed without opposition and made prisoners of war. In Operation Avalanche Allied forces land at Salerno, Italy. The US 5th Army lands on beaches to the south of Salerno. His forces include the British 10th Corps and US 6th Corps. Naval support for the operation is under British Admiral Cunningham and a covering force (4 battleships and 2 carriers) under Admiral Willis, a support group (5 small carriers) under Admiral Vian and Admiral Hewitt commands the landing ships. To the north of the main landing, US Rangers and British Commandos land at Maiori and Vietri to secure mountain passes. In addition, the British 1st Airborne Division comes ashore at Taranto and seizes the port. German forces near Rome engage the Italian garrison. The Italian government is forced to flee, leaving Rome under German occupation."
"Eisenhower agrees to Monty’s airborne plan Operati","1944-9-10","Eisenhower agrees to Monty’s airborne plan Operation Market Garden. U.S. troops enter Luxembourg. The first allied patrol crosses German frontier east of Liege, near Aachen. US First Army occupies Luxembourg."
"In Brandywine, PA General George Washington, with","1777-9-11","In Brandywine, PA General George Washington, with the main Continental Army had moved to oppose Sir William Howe's attack on Philadelphia. He decided to block the British at the Brandywine River. Washington's 11,000 men were outnumbered by Howe's 13,000. Howe decided to attempt to outflank Washington and sent 5,000 troops under Lieutenant-General Wilhelm von Knyphausen to feint against Washington's centre while another force under Cornwallis was sent on a flanking move around the American right. A combination of the late hour, the tiredness of Cornwallis' troops and the British lack of cavalry allowed the American forces  to withdraw in unexpectedly good order. Despite this, Brandywine was a major British victory. Howe suffered 576 casualties, compared to 900 American. The British also captured most of the American artillery and 100 prisoners. Two weeks later Howe's army entered Philadelphia."
"Benito Mussolini, held prisoner by the Badoglio go","1943-9-12","Benito Mussolini, held prisoner by the Badoglio government on the Gran Sasso mountain, is rescued by German paratroopers who land in gliders on top of the mountain. SS major Otto Skorzeny, leads a daring glider attack on the hotel where Mussolini is being held. Il Duce is freed and taken to Germany. Hitler signs decrees appropriating Italian industry for German uses as well as annexing the German-speaking regions of northern Italy to the Greater German Reich. The latter violates the undertaking Hitler gave to Mussolini in 1940 that Germany had no territorial ambitions south of the Brenner Pass."
"Born Today: Milton Hershey (Choclateer), Goran Iva","1-9-13","Born Today: Milton Hershey (Choclateer), Goran Ivanisevic (Tennis), Peter Cetera (singer), Igor Kravchuk (NHL player)"
"In North Africa the airfields at Benghazi and Barc","1942-9-13","In North Africa the airfields at Benghazi and Barce are attacked by British units of the Long Range Desert Group. The British also attempt an amphibious landing at Tobruk, it is repelled with heavy losses"
"U39 attacks a battle group led by the Aircraft Car","1939-9-14","U39 attacks a battle group led by the Aircraft Carrier, HMS Ark Royal. She fires torpedos at the carrier, but these miss. 3 Destroyer’s of the Ark Royal’s escort launch an immediate counter-attack against U39 and sink her with depth charges. U39 gains the dubious honour of becoming the first U-boat to be sunk in the war."
"Twenty-eight RAF Lancaster bombers from Russia pou","1944-9-15","Twenty-eight RAF Lancaster bombers from Russia pound the Bismarck class Battleship Tirpitz with 12,000lb ‘Tall Boy’ bombs in Kaa Fjord, Norway, scoring direct hits throughout the ship."
"In a sign of the increasing confidence and audacit","1943-9-16","In a sign of the increasing confidence and audacity of the French Resistance, Julius Ritter, an aide to Nazi Labour Minister Fritz Sauckel, is shot to death in broad daylight on the Etoile in Paris. Fifty Frenchmen are taken hostage and executed by the Nazis in reprisal."
"Born Today: Charles III, [The Simple] (king of Fra","1-9-17","Born Today: Charles III, [The Simple] (king of France),  Stirling Moss (race driver), Fee Waybill (rocker - Tubes), Annika Duckmark (Miss Universe)Warren Burger (Supreme Court chief justice), Anne Bancroft (actress), Rasheed Wallace (NBA)"
"The bloodiest day in U.S. military history as Gen.","1862-9-17","The bloodiest day in U.S. military history as Gen. Robert E. Lee and the Confederate Armies are stopped at Antietam in Maryland by McClellan and numerically superior Union forces. By nightfall 26,000 men are dead, wounded, or missing. Lee then withdraws to Virginia. General McClellan underestimated his numerical advantage and failed to pursue General Lee back into Virginia, guaranteeing long years of battles to come."
"In Russia, the government conscripts all men aged","1941-9-18","In Russia, the government conscripts all men aged 16 - 50. Units of Army Group South capture Poltava in the Ukraine. The Russians evacuate Kiev, but the ‘fight to the death’ continues in the area for a week."
"In Poland, less than 3 weeks after the start of WW","1939-9-19","In Poland, less than 3 weeks after the start of WWII, the battle of the Vistula bend ends with the Wehrmacht taking 170,000 prisoners. Lavrenti Beria, chief of the Soviet NKVD, sets up a Directorate for Prisoners of War and establishes camps for the 240,000 Polish POWs in Soviet custody"
"In Holland, Operation Market Garden continues. A j","1944-9-20","In Holland, Operation Market Garden continues. A joint attack by the British Guards Armored Division and the US 82nd Airborne Division captures Nijmegen and the bridge over the Waal River. At Arnhem, the British 1st Airborne Division is forced away from the bridge by German forces."
"Born Today: HG Wells (author),, Neil Peart (Rush d","1-9-21","Born Today: HG Wells (author),, Neil Peart (Rush drummer), Bill Murray (actor), Stephen King (author)"
"The British under General Howe sailed from New Yor","1777-9-21","The British under General Howe sailed from New York to attempt the capture of Philadelphia, then the American capital. They had earlier landed at the head of Chesapeake Bay, putting them within fifty miles of Philadelphia. Major-General Charles 'No Flint' Grey ordered his troops to remove the flints from their muskets (hence, the nickname), to remove the danger that any of his men might fire and give away their position. Just after midnight the British found that the Americans had failed to post an adequate guard, and the surprise was near-total. The British troops stormed into the sleeping American camp, causing absolute chaos. The musket was a slow weapon to load and fire, and the bayonet-armed British troops were able to inflict very heavy loses on the Americans while themselves suffering very little. Over four hundred Americans were killed, wounded or captured, while the British suffered only eight killed out of a total of twenty casualties."
"Born Today: Michael Faraday (scientist),  Ronaldo","1-9-22","Born Today: Michael Faraday (scientist),  Ronaldo (Soccer:Brazil), Joan Jett (Singer), Bilbo Baggins (hobbit :)), Allan Lane (voice of Mr Ed)"
"Nathan Hale is hanged for espionage by the British","1776-9-22","Nathan Hale is hanged for espionage by the British, where he supposedly said, I only regret that I have but one life to lose for my country."
"In the Yap Islands, part of the US 81st Division o","1944-9-23","In the Yap Islands, part of the US 81st Division occupies Ulithi Atoll after naval reconnaissance suggests it is not in use by the Japanese. Work begins on converting the atoll into a major American naval base."
"The first German U-boat passes Gilbraltar, enterin","1941-9-24","The first German U-boat passes Gilbraltar, entering the Mediterranean Sea. Also, Operation Halberd is launched on this day, by the Allies, to carry supplies to Malta. The initial convoy is nine transports with an escort of three battleships, one carrier, five cruisers and eighteen destroyers."
"Operation Market Garden ends. The remnants of the","1944-9-25","Operation Market Garden ends. The remnants of the British 1st Airborne Division are evacuated from the north bank of the Rhine. During the night, 2400 of the 10,000 men are removed. About 1100 have been killed and 6400 captured by German forces. A few are sheltered by Dutch families. Meanwhile, other elements of British 2nd Army capture Helmond and Deurne, a few miles east of Eindhoven. On the Channel coast, the Canadian 3rd Division (an element of Canadian 1st Army) attacks the German garrison trapped in Calais."
"Born Today: TS Eliot (author),  Johnny Appleseed (","1-9-26","Born Today: TS Eliot (author),  Johnny Appleseed (environmentalist), Linda Hamilton (actress), Serena Williams (tennis)"
"The German 8th Army, under the command of the Germ","1939-9-26","The German 8th Army, under the command of the German Army Commander in Chief, von Brauchitsch, joins the attack on Warsaw. There is a massive artillery bombardment of Warsaw, followed by a major German infantry assault, leaving the city center in flames. Poles recapture Mokotow Airport and 6 hastily rebuilt aircraft fly out during the night"
"The German pocket Battleships, Admiral Graf Spee a","1939-9-27","The German pocket Battleships, Admiral Graf Spee and Deutschland, which had sailed from Germany in August, are given orders to attack allied shipping in the Atlantic. From September through December 1939 Admiral Graf Spee sank nine merchant ships in the South Atlantic and Indian Ocean, the first on September 30, 1939. The captain of the Admiral Graf Spee strictly adhered to the rules of mercantile warfare at the time, and saved all of the crew members of these ships"
"The Battle of Hastings is one of the few truly dec","1066-9-28","The Battle of Hastings is one of the few truly decisive battles in history. On a single day Duke William of Normandy led his motley army against one of the strongest and wealthiest kingdoms in eleventh century Europe. William the Conqueror's conquest altered the whole outlook of England, taking a nation that had looked towards Scandinavia, especially under three Danish kings, and locking her into a partnership and a struggle with France that was to last for centuries."
